ID,ProjectID,Visible By,Contract,Title,Client Ministry,Impact On,RAID Tracking ID,Status,Owner,Category,Description,Probability number,Probability,Impact,Impact On.1,Mitigation Plan,Assigned To,Raised By,Created,Created By,Modified,Modified By,ProjectName,Stream,Zone,Escalation Level,owning team,committee Assigned
12,EP100233,GMCB,LMRN,SOM - required or not required,GMCB,Scheduling,12,Closed,"MacPhail, Debbie (She/Her) (MPBSD)",Resources,Risk -Waiting on Final decision on Service Request for Purchase order module. (Procurement) Purchases with SOM.,0.33,Low=1,High=3,Scheduling,"GMCB has requested the access to SOM which is a new way of accessing the Purchase console.   1. New item for SOM. 2.  As well, there appears to be a time risk. There is a risk with the TECH task ""Service Request End to End Testing (Bell/GMCB)	Nov 16th - Dec 4th"".    As there is still a procurement decision with GMCB, if we do not received this ...by ???, This could impact the end to end testing as all SR will not  be ready for testing.","MacPhail, Debbie (She/Her) (MPBSD)",,12/7/2020 11:25,"Shydlowsky, John (TBS)",1/8/2021 11:59,"MacPhail, Debbie (She/Her) (MPBSD)",ITS PP Service Management,PSRN.LMRN.WS-4,All,Level 3,Service Readiness,Delivery Team- Operational (SR) Readiness
13,EP100233,GMCB,LMRN,Moving dates and delayed requirements could result in Asset Exchange Bridge not being available when needed,GMCB,Scheduling,13,Closed,"MacPhail, Debbie (She/Her) (MPBSD)",Schedule,"EDX data exchange bridge delays . Delays on implementing the solution. Bell is putting the discussion about EDX/SACM data exchange on hold due to CI relationship component.  This means no defined timelines or an actual project plan for the EDX/SACM data exchange at this point.  To support advance deployment, discussion about the technical requirement on EDX/SACM data exchange should start it now.  Mary and Nitin agreed to raise this issue to the LMRN project team and discuss internally on how to bring Bell on board on this discussion.",0.25,Low=1,High=3,Scheduling,Confirm earliest date when the capability is requied - Develop workback plan - Tightly manage to established milestones - Ensure manual process is established pending EDX bridge.,"Luo, Karen (MPBSD)",,12/7/2020 11:28,"Shydlowsky, John (TBS)",3/25/2022 9:01,"Richards, Tracey (MPBSD)",ITS PP Service Management,PSRN.LMRN.WS-4,All,Level 3,Service Readiness,Delivery Team- Operational (SR) Readiness
14,EP100233,GMCB,LMRN,Accelerated equipment -IE Specialty Equipment\Systems,GMCB,Scheduling,14,Closed,"MacPhail, Debbie (She/Her) (MPBSD)",Schedule,Accelerated equipment -IE Specialty Equipment\Systems,Low=1,Low=1,High=3,Scheduling,"Oct. 21 is the GO live date for this equipment. GMCB is still waiting for more information on this. As discussed if it is tunnel equipment, if it will be used in production or if it is a pre-requirement that will not be used. Review impacts","Gupta, Nitin (TBS)",,12/7/2020 11:31,"Shydlowsky, John (TBS)",1/8/2021 12:05,"MacPhail, Debbie (She/Her) (MPBSD)",ITS PP Service Management,PSRN.LMRN.WS-4,All,Level 3,Service Readiness,Delivery Team- Operational (SR) Readiness
15,EP100233,GMCB,LMRN,SACM/CMDB:Not all PSRN CMDB information that is required to complete development will be provided by Dec 2020 resulting in the need for more iterative development. ,GMCB,Scheduling,15,Open,"Gupta, Nitin (TBS)",Requirements,"SACM -It is GMCB's responsibility to accept this risk of not having full information in the CMDB. ( Risk on line 10, closing risk on Bell not having a CMDB database similar to OPS). As GMCB said, 1. CI to CI relationship will be populated via a phases approach.  If CI to CI relationships are not there when the asset goes life. The relationships are used by SM areas and what the impact is if this asset goes down or service goes down we will not know what it is related to. 2. Tech risk- DMT tool bulk loader. Out of the box templates and classes will be ready for Oct. 21 Specialty equipment. However if new classes are listed. There would be a risk to these. Add to item 15.",0.5,Medium=2,Medium=2,Scheduling,"'- eSACM & GMCB to adjust the SACM work package to reflect the additional ""releases"" required in 2021 and schedule/resource implications '- Assess resource/schedule impacts and escalate as required","Luo, Karen (MPBSD)",,12/7/2020 11:33,"Shydlowsky, John (TBS)",1/8/2021 13:17,"MacPhail, Debbie (She/Her) (MPBSD)",ITS PP Service Management,PSRN.LMRN.WS-4,All,Level 2,Service Readiness,Delivery Team- Operational (SR) Readiness
16,EP100233,GMCB,LMRN,GMCB to fill SOM orders risk.,GMCB,Scheduling,16,Closed,"MacPhail, Debbie (She/Her) (MPBSD)",Planning,"Evoling Phased approach with GMCB requirements. 1 Examples SOM had 5 meetings with GMCB as we waiting for a decision with them on procurement piece.2. SACM has several critical path items that have been pushed out by the client, as they wait for information from Bell and their Ministry Partners.",Low=1,Low=1,Medium=2,Scheduling,Service Order Management risk with the PSRN is designing the requests to flow to GMCB resources for fulfillment and is not requesting that ITS SOM do order fulfillment for PSRN.,"MacPhail, Debbie (She/Her) (MPBSD)",,12/7/2020 11:36,"Shydlowsky, John (TBS)",1/8/2021 12:06,"MacPhail, Debbie (She/Her) (MPBSD)",ITS PP Service Management,PSRN.LMRN.WS-4,All,Level 3,Service Readiness,Delivery Team- Operational (SR) Readiness
17,EP100233,GMCB,LMRN,"Large, multi-year, mult-vendor, multi-procurement nature of the project is resulting in shifting timelines and adjustments to PSRN deployment strategy which impacts schedule of deliverables with ITS. ITS resources may not be avail",GMCB,Scheduling,17,Open,"MacPhail, Debbie (She/Her) (MPBSD)",Schedule,"Evoling Phased approach with GMCB requirements. 1 Examples SOM had 5 meetings with GMCB as we waiting for a decision with them on procurement piece.2. SACM has several critical path items that have been pushed out by the client, as they wait for information from Bell and their Ministry Partners.",Low=1,Low=1,Medium=2,Scheduling,"Well defined work packages with clear interdependencies between project streams and effort/resource assumptions
- Use of integrated schedule and inclusion of ITS plan in project online will help to dynamically and consistently update dates and identify ITS schedule conflicts
- Tight management of project and project interdependencies
- Systematic review of schedule to identify potential resource issues.

Additional level of ITS/GMCB sponsorship to the governance structure (PRC) to  provide guidance to the team and proactively manage risks/issues as they are identified.

GMCB to continue to provide dates and phased details when known.GMCB and ITS need to clearly document all phases in the project plan. Ensure work packages are well defined and dependencies to PSRN project milestones clear  - Well defined work packages with clear interdependencies between project streams and effort/resource assumptions - Use of integrated schedule and inclusion of ITS plan in project online will help to dynamically and consistently update dates and identify ITS schedule conflicts - Tight managemnet of project and project interdependencies - Systematic review of schedule to identify potential resource issues.  Additional level of ITS/GMCB sponsorship to the governance structure (PRC) to  provide guidance to the team and proactivel","MacPhail, Debbie (She/Her) (MPBSD)",,12/7/2020 11:39,"Shydlowsky, John (TBS)",1/8/2021 13:19,"MacPhail, Debbie (She/Her) (MPBSD)",ITS PP Service Management,PSRN.LMRN.WS-4,All,Level 2,Service Readiness,Delivery Team- Operational (SR) Readiness
18,EP100233,GMCB,LMRN,Risk -Waiting on Final decision on Service Request for Procurement Purchases,GMCB,Scheduling,18,Closed,"MacPhail, Debbie (She/Her) (MPBSD)",,Risk -Waiting on Final decision on Service Request for Procurement Purchases,Low=1,Low=1,High=3,Scheduling,"There is a risk with the TECH task ""Service Request End to End Testing (Bell/GMCB)	Nov 16th - Dec 4th"".    As there is still a procurement decision with GMCB, if we do not received this ...by ???, This could impact the end to end testing as all SR will not  be ready for testing","MacPhail, Debbie (She/Her) (MPBSD)",,12/7/2020 11:43,"Shydlowsky, John (TBS)",12/7/2020 11:43,"Shydlowsky, John (TBS)",ITS PP Service Management,PSRN.LMRN.WS-4,All,Level 3,Service Readiness,Delivery Team- Operational (SR) Readiness
19,EP100233,GMCB,LMRN,Dates for major Milestone moving targets. Dynamic nature of this project means there is a risk that ITS resources may not be available as needed and could impact completion of deliverable.,GMCB,Scheduling,19,Open,"MacPhail, Debbie (She/Her) (MPBSD)",Schedule,"GMCB can't confirm dates-For Civil Vendors. GMCB has advised that on 30-Sept-2020, the award for the Civil Vendor has moved out by at least 2 weeks. Award maybe Nov. no date.",Low=1,Low=1,High=3,Scheduling,"'The risk that ITS resources may not be available as needed and this could impact completion of deliverables. As well, deliverables may require set durations and this could impact deliverable dates.","Gupta, Nitin (TBS)",,12/7/2020 11:45,"Shydlowsky, John (TBS)",1/8/2021 12:10,"MacPhail, Debbie (She/Her) (MPBSD)",ITS PP Service Management,PSRN.LMRN.WS-4,All,Level 3,Service Readiness,Delivery Team- Operational (SR) Readiness
20,EP100233,GMCB,LMRN,Custom Templates and Network Attribute are not known at this time,GMCB,Scheduling,20,Closed,"MacPhail, Debbie (She/Her) (MPBSD)",,Tech risk- Network attribute ready date. Out of the box templates and classes will be ready for( non network) Oct. 21 Specialty equipment.,Low=1,Low=1,High=3,Scheduling,CMDB records may not have all information and will need to be revisited.  The risk is that the network attributes would not be ready for the Nov. 8th. This is not part of the Nov. 8th. Not a part of the CI template. ITS needs a couple of weeks.  GMCB will do a sign off of the network attributes by Oct. 29th. The network attributes would be ready by Mid-Nov. Network attributes are not part of the specialty plan. We don't know if there are more network attributes and when GMCB needs them to be ready.,"Coyne, Matthew (MPBSD)",,12/7/2020 11:48,"Shydlowsky, John (TBS)",12/7/2020 11:48,"Shydlowsky, John (TBS)",ITS PP Service Management,PSRN.LMRN.WS-4,All,Level 3,Service Readiness,Delivery Team- Operational (SR) Readiness
21,EP100233,GMCB,LMRN,GMCB availabity,GMCB,Scheduling,21,Closed,"MacPhail, Debbie (She/Her) (MPBSD)",,GMCB availiablity for Release meeting.,Low=1,Low=1,High=3,Scheduling,Item Retracted,"MacPhail, Debbie (She/Her) (MPBSD)",,12/7/2020 11:51,"Shydlowsky, John (TBS)",12/7/2020 11:51,"Shydlowsky, John (TBS)",ITS PP Service Management,PSRN.LMRN.WS-4,All,Level 3,Service Readiness,Delivery Team- Operational (SR) Readiness
22,EP100233,GMCB,LMRN,stretching of eSMT-SLM risk,GMCB,Scheduling,22,Monitoring,"MacPhail, Debbie (She/Her) (MPBSD)",Technology,"Discussed issue regarding client ""stretch"" of eSMT tool . A new example is a request for an SLM stretch. Under review with SLM",0.25,Low=1,High=3,Scheduling,,"Mayotte, Marc (MPBSD)",,12/7/2020 11:52,"Shydlowsky, John (TBS)",1/8/2021 12:11,"MacPhail, Debbie (She/Her) (MPBSD)",ITS PP Service Management,PSRN.LMRN.WS-4,All,Level 3,Service Readiness,Delivery Team- Operational (SR) Readiness
23,EP100233,GMCB,LMRN,GMCB to process briefing Note and FFS intake for SLM resource,GMCB,Scheduling,23,Closed,"MacPhail, Debbie (She/Her) (MPBSD)",Schedule,"Here are the impacts of delaying this:

-	Service Requests and Incident Management workshops are ongoing. Not having the resource participating in these workshops has the potential to impact process and technology decisions and impact future release activities
-	Service Level Target UAT/PROD development delayed
-	Performance Reporting delayed
",0.35,Low=1,High=3,Scheduling,"-Escalated with GMCB PMÃÂs. GMCB was to start the recruitment process via IT Source for this resource. Marc provided FFS Intake and BN to GMCB(Corinna Beyer) ( cc'd Vikesh Kohli, Susan Colwell, Tim Trojko and Dani Danyluk) on Nov. 12, 2020. This was escalated on Dec. 21, 2020 with Maria Ritchie.
","Gupta, Nitin (TBS)",Marc Mayotte,12/22/2020 11:16,"MacPhail, Debbie (She/Her) (MPBSD)",9/1/2021 8:57,"Richards, Tracey (MPBSD)",ITS PP Service Management,PSRN.LMRN.WS-4,All,Level 2,Service Readiness,Delivery Team- Operational (SR) Readiness
24,EP100233,GMCB,LMRN,GMCB Reporting-GMCB may not be able to report on all service-levels (SLTs) as contracted.,GMCB,Reporting,24,Closed,"MacPhail, Debbie (She/Her) (MPBSD)",Reporting,Risk reporting- GMCB may not be able to report on all Service level (SLTs) as contracted.,0.5,Medium=2,High=3,Reporting,"GMCB and ITS are working collaboratively to revisit requirements and identify gaps/challenges in SLT reporting. Next steps include development of a measurement plan that maps challenges/issues to the contracted SLTs and identify potential options where available.
","Owen, David (SOLGEN)",Maria Ritchie,2/24/2021 9:55,"MacPhail, Debbie (She/Her) (MPBSD)",9/1/2021 8:59,"Richards, Tracey (MPBSD)",ITS PP Service Management,PSRN.LMRN.WS-4,All,Level 3,Service Readiness,Delivery Team- Operational (SR) Readiness
25,EP100233,GMCB,LMRN,SLM Candidate Availability,GMCB,Reporting,PWA,Closed,"Trojko, Tim (SOLGEN)",Resources,"SLM Candidate availablility due to delay in approval to hire resulting in delays in workshops, development and deliverable timelines.  Candidate scoring was completed 29-Apr-21; Approval to proceed with recruitment (6 months plus possible extenstion) was received from GMCB on July 8th.",0.8,High=3,Low=1,Reporting,"Risk identified and communicated to GMCB.  Revisited second choice candidate and due to the change in requirements this candidate would suffice, however due to the delays there is a risk that neither will be available and the recruiting process will need to be done again.","Gupta, Nitin (TBS)","Golden, Paul",7/13/2021 10:19,"Richards, Tracey (MPBSD)",9/1/2021 9:00,"Richards, Tracey (MPBSD)",ITS PP Service Management,PSRN.LMRN.WS-4,All,Level 3,Service Readiness,Delivery Team- Operational (SR) Readiness
26,EP100233,GMCB,LMRN,Bell / GMCB Signoff on Option B eSMT email process,GMCB,Scheduling,PWA,Closed,"Gupta, Nitin (TBS)",Other,Due to the last minute delay in Bell testing of Option B there is a low risk that if there are issues identified ITS may not have the resources available to address the issue impacting the Go / No Go decision on August 5th,0.35,Low=1,Low=1,Scheduling,"ITS required timelines and impacts of delays had been clearly communicated.  GMCB has accepted all risks associated with the delay in testing and sign off.  If an issue arises and ITS does not have the resource available to address, GMCB will not escalate and will accept the Go Live associated impacts","Gupta, Nitin (TBS)",Tracey Richards,7/29/2021 13:55,"Richards, Tracey (MPBSD)",9/1/2021 9:04,"Richards, Tracey (MPBSD)",ITS PP Service Management,PSRN.LMRN.WS-4,All,Level 3,Service Readiness,Delivery Team- Operational (SR) Readiness
27,EP100233,GMCB,LMRN,Long term use of eSMT email engine Option B,GMCB,,PWA,Closed,"Gough, Jim (MPBSD)",Operational,GMCB expectation to leverage Option B long term as timelines are unknown for the Bell Bridges.  Option B was not considered as a long term solution.  ITS has confirmed that this is not exactly the same process as used for GMCP and there are manual process impacts to the Service Centre.,Low=1,Low=1,High=3,,"Technology team have confirmed that the technical piece leveraging an out of the box solution is feasible, however further impact analysis is required regarding the manual impacts to the Service Desk as GMCB continues their rollout.

If this risk comes to fruition it will be brought back to GMCB for resolution","Gupta, Nitin (TBS)",Jim Gough,8/13/2021 9:43,"Richards, Tracey (MPBSD)",6/26/2023 10:44,"Richards, Tracey (MPBSD)",ITS PP Service Management,PSRN.LMRN.WS-4,All,Level 3,Service Readiness,Delivery Team- Operational (SR) Readiness
28,EP100233,GMCB,LMRN,Delays in OPP requirements from GMCB,GMCB,Scheduling,PWA,Closed,"Gupta, Nitin (TBS)",Requirements,"Delays in OPP requirements from GMCB - Potential impact to ITS development activity timelines to meet mid November Go Live for both the OPP-User Equipment and the GMCP SCO to eSMT migration (OPP) recently requested

6-Oct-21- Reducing probability from 80% to 35% due to announcement that this go live is being pushed out to early 2022.  Risk will remain open and monitored as the project progresses to the new date (TBC)",0.35,Low=1,Medium=2,Scheduling,"Identified risk to GMCB due to ITS concerns with delays in providing requirements.  ITS has stated that impacts are unknown as they are not aware of how much effort will be required to fulfill the unknown requirements and are identifying that the requested date of Mid November may not be feasible.

GMCB to provide requirements ASAP.  ITS may need to segregate the OPP User Equipment Go Live development from the OPP GMCP SCO to eSMT mitgration development.","Gupta, Nitin (TBS)",Tracey Richards,9/29/2021 13:52,"Richards, Tracey (MPBSD)",3/25/2022 9:03,"Richards, Tracey (MPBSD)",ITS PP Service Management,PSRN.LMRN.WS-4,All,Level 3,Service Readiness,Delivery Team- Operational (SR) Readiness
29,EP100233,GMCB,LMRN,.NET Resource,GMCB,Scheduling,PWA,Closed,"Ritchie, Maria (SOLGEN)",Resources,".NET resource availability due to loss of assigned resource.  
Impact to any ITS .NET bridge development work as a result of new requirements or to address issues identified once Bell is ready to begin testing
Until a replacement is hired and brought up to speed, ITS development may be at a standstill
ITS does not have any internal resources that  can be dedicated to the project. 

Updated 18-Jul-22:  Increased probability to 95% and Impact to 1 as risk appears to be increasing due to the lengthy onboarding process for the new resource impacting critical tasks required for the bridge.

",0.95,High=3,Low=1,Scheduling,"ITS is working with GMCB to start the process to recruit a replacement, however this could take up to 5 months possibly longer due to upcoming WRIT and procurement rules
Escalated to GMCB to investigate expediting request.  GMCB will work with the Deputy Minister to process approvals as quickly as possible once a candidate has been identified.

GMCB to work with Bell regarding re-assessing timeline if required.
","Gupta, Nitin (TBS)",Rafal Sura,3/25/2022 9:12,"Richards, Tracey (MPBSD)",10/3/2022 13:18,"Richards, Tracey (MPBSD)",ITS PP Service Management,PSRN.LMRN.WS-4,All,Level 2,Service Readiness,Delivery Team- Operational (SR) Readiness
30,EP100233,GMCB,LMRN,Multiple Targeted / Requested Go Lives in August,GMCB,Scheduling,PWA,Closed,"Gupta, Nitin (TBS)",Schedule,"Numerous GMCB targeted Go Lives in August (Advanced Deployment MOH, MTO PHM Phase 2, MOF, LRC,  OFM) plus request for a potential Asset Bridge Go Live in August (TBC).

18-Jul-22:  Reduced August releases to MOF, LRC and OFM.  Risk remains, however has been lowered; currently monitoring.  
",0.5,Medium=2,Medium=2,Scheduling,"ITS has communicated the associated risks and impacts plus best practice recommendations.  GMCB to review / discuss anticipated changes for  each release and have advised August dates are ÃÂplanning datesÃÂ and will be confirmed.   ITS has communicated there is no commitment for the Asset Bridge in August until all requirements and assessments are completed.
","Gupta, Nitin (TBS)",ITS,3/25/2022 9:18,"Richards, Tracey (MPBSD)",8/26/2022 13:42,"Richards, Tracey (MPBSD)",ITS PP Service Management,PSRN.LMRN.WS-4,All,Level 3,Service Readiness,Delivery Team- Operational (SR) Readiness
1,EP100257,GMCB,LMRN,"Lack of agreement on integrated CC project plan may affect timelines, especially around reviews and approvals",GMCB,Planning,PWA,Closed,"Zaniewski, Martin (SOLGEN)",Planning,"BMR and GMCB are not on the same page with respect to level of detail and many one-time tasks, etc. for CC development. BMR has expressed due dates that GMCB were not aware of and that are not realistic given the ministry review and approval processes.",0.75,Medium=2,Low=1,Planning,GMCB working with BMR to develop a more realistic and robust project plan and then socialize this with ministries.,"Nyman, Ed (SOLGEN)",Martin Zaniewski,3/2/2021 15:41,"Nyman, Ed (SOLGEN)",8/13/2021 9:39,"Nyman, Ed (SOLGEN)",Communications Centres,PSRN.LMRN.WS-7,All,Level 2,AD/SS,Delivery Team- Deployment
2,EP100257,GMCB,LMRN,Unclear if all console-related functionality and integrations will be available at either GDC or Belfield in time to prepare training materials,GMCB,Training,PWA,Closed,"Zaniewski, Martin (SOLGEN)",Training,"Bell requires consoles with appropriate capabilities and Fleetmaps in order to prepare training materials. The consoles at GDC may or may not be available in this timeframe. Bell has a console at Belfield, but it does not have the connectivity or capabilities required and it is unclear how soon those could be provisioned.",0.9,High=3,Low=1,Training,Establish a list of capabilities and when they would be available at Belfield (Trevor - but he is busy for the next few weeks [Mar. 4]),"Nyman, Ed (SOLGEN)",Ed Nyman,3/4/2021 15:38,"Nyman, Ed (SOLGEN)",12/9/2021 16:39,"Nyman, Ed (SOLGEN)",Communications Centres,PSRN.LMRN.WS-7,All,Level 2,AD/SS,Delivery Team- Deployment
3,EP100257,GMCB,LMRN,Lack of clarity on when GDC training lab (2nd floor) will be ready could impact console training for ministries,GMCB,Training,PWA,Closed,"Zaniewski, Martin (SOLGEN)",Training,"A training environment is required for console training but the GDC build is delayed and it is unclear when this will be available (possibly not until June). This means that console training cannot occur before then. Even this could impact SWZ transition, and if it is delayed further, even more so.  (Degree of risk depends on when the SWZ transition eventually lands)",0.9,High=3,Low=1,Training,,"Nyman, Ed (SOLGEN)",Ed Nyman,3/4/2021 15:42,"Nyman, Ed (SOLGEN)",8/13/2021 9:38,"Nyman, Ed (SOLGEN)",Communications Centres,PSRN.LMRN.WS-7,All,Level 2,AD/SS,Delivery Team- Deployment
4,EP100257,GMCB,LMRN,"User login approaches desired by ministries may not be GO-ITS compliant and may create a TRA risk (which GMCB or ministries will have to sign off on) and may add complexity to the project, especially if ministries baulk at signing off",GMCB,Ministry Partners,Comm-A15,Closed,"Watts, Andrew (SOLGEN)",Training,"Ministries are used to generic logons for consoles, but GO-ITS does not support that. It can be overridden via the TRA and a risk acceptance, but it's not clear if the ministries (who have all chosen a non-GO-ITS compliant option) will be willing to do that. BMR is also contractually obligated to follow the GO-ITS standards so doing something else might also require a change order. If ministries resist signing off on the risk, this could add additional scope and complexity and have a schedule impact.",0.75,Medium=2,Medium=2,Ministry Partners,"Presentation laying out the risks and expectations is being has been provided to all ministries  MNR has chosen option 2 and, pending discussions on need for conformity, they may be asked to switch to option 1 November 2021: MNR has now switched to option 1 (generic log ins) - all ministries have chosen a non-compliant option","Nyman, Ed (SOLGEN)",Ed Nyman,4/8/2021 16:12,"Nyman, Ed (SOLGEN)",1/31/2022 12:00,"Nyman, Ed (SOLGEN)",Communications Centres,PSRN.LMRN.WS-7,All,Level 2,AD/SS,Delivery Team- Deployment
5,EP100257,GMCB,LMRN,Confirm who can build on non-government land,GMCB,Site Remediation,Comm-R1,Closed,"Zaniewski, Martin (SOLGEN)",,"GMCB to confirm who can build on non-government land and appropriate approvals, processes, etc. If not clarified, there could be delays in completing some CC sites",0.07,Low=1,High=3,Site Remediation,,"Zaniewski, Martin (SOLGEN)",Vicki McGillion,5/20/2021 15:22,"Zhang, Dan (SOLGEN)",5/20/2021 15:22,"Zhang, Dan (SOLGEN)",Communications Centres,PSRN.LMRN.WS-7,All,Level 3,AD/SS,Delivery Team- Deployment
6,EP100257,GMCB,LMRN,"If CIP issues (quality) are not resolved, the 2023 timeline for network transition will be at risk",GMCB,Scheduling,PWA,Closed,"Watts, Andrew (SOLGEN)",Schedule,"If the issues around CIPs that LMRN has been working on with BMR are not resolved very quickly, the 2023 timeline for network transition will be at risk",0.5,Medium=2,Medium=2,Scheduling,,"Nyman, Ed (SOLGEN)",Ed Nyman,12/8/2021 13:40,"Nyman, Ed (SOLGEN)",1/31/2022 12:01,"Nyman, Ed (SOLGEN)",Communications Centres,PSRN.LMRN.WS-7,All,Level 2,AD/SS,Delivery Team- Deployment
7,EP100257,GMCB,LMRN,Delays in completing MOH RF Specs puts the 2023 timeline for network transition at risk,GMCB,Scheduling,PWA,Closed,"Watts, Andrew (SOLGEN)",Schedule,"If the MOH RF Specs are further delayed, the 2023 timeline for network transition will be at risk.",0.9,High=3,Low=1,Scheduling,,"Nyman, Ed (SOLGEN)",Ed Nyman,12/8/2021 13:40,"Nyman, Ed (SOLGEN)",1/31/2022 11:59,"Nyman, Ed (SOLGEN)",Communications Centres,PSRN.LMRN.WS-7,All,Level 2,AD/SS,Delivery Team- Deployment
1,EP100265,GMCB,LMRN,Alignment of Parks workstream with Active Deployment,GMCB,Fleet Mapping,MECPP-R1,Closed,"Zaniewski, Martin (SOLGEN)",Project Management,"""If the Alignment of Parks workstream with Active Deployment & Zone specific projects is unclear,  Then may impact the ability to provide clear direction to Ministry Partner.""",0.6,Medium=2,Medium=2,Fleet Mapping,Conduct planning with vendor and Ministry Partner to define deployment and transition milestones for Parks across each PSRN zone.,"Farah, Aziz (SOLGEN)",GMCB,4/6/2021 13:04,"Spankovich, Ron (TBS)",3/24/2022 7:59,"Farah, Aziz (SOLGEN)",MECP-Parks Deployment Plan,PSRN.LMRN.WS-7,All,Level 3,AD/SS,Delivery Team- Deployment
2,EP100265,GMCB,LMRN,Limited availability of Park for on-site work during operating season,GMCB,Planning,MECPP-R2,Open,"Eckert, Tejal (SOLGEN)",Project Management,Limited availability of Park sites for project work during the operating season and access issues during off-season may impact both deployment and network build activities,0.6,Medium=2,Medium=2,Planning,"Black-out dates to be incorporated into parks schedule to reflect park specific schedule constraints. Based on high-level planning with Parks, deployment activities can be completed at the start of theÃÂ operating season (March-April).ÃÂ CommitmentÃÂ provided byÃÂ Ministry Partner to provide access toÃÂ Parks during off-season.ÃÂ ","Farah, Aziz (SOLGEN)",GMCB,4/6/2021 13:07,"Spankovich, Ron (TBS)",9/23/2022 14:40,"Calabrese, Tania (SOLGEN)",MECP-Parks Deployment Plan,PSRN.LMRN.WS-7,All,Level 3,AD/SS,Delivery Team- Deployment
3,EP100265,GMCB,LMRN,Ability to obtain UED approval by July 1st impacted by outstanding design,GMCB,UE Order,MECPP-R3,Closed,"Zaniewski, Martin (SOLGEN)",Contracts,""" If the Ability to obtain UED approval by July 1st impacted by outstanding design, information requests (including pricing) and COVID-19 (inability to see equipment). Similar to risk MNRF-R1. Then Assessing what package components can be approved by July 1st (i.e. all Mobiles) and for which programs (i.e. Parks in scope for SWZ).",0.9,High=3,Medium=2,UE Order,"
","Farah, Aziz (SOLGEN)",,4/6/2021 13:13,"Spankovich, Ron (TBS)",3/24/2022 7:43,"Farah, Aziz (SOLGEN)",MECP-Parks Deployment Plan,PSRN.LMRN.WS-7,All,Level 3,AD/SS,Delivery Team- Deployment
4,EP100265,GMCB,LMRN,Availability of key LRC stakeholders is restricted,GMCB,Ministry Partners,MECPP-R4,Closed,"Zaniewski, Martin (SOLGEN)",Project Management,"""If the Availability of key LRC stakeholders is restricted, Then may impact the fire suppression work and holidays during summer season""",0.6,Medium=2,Medium=2,Ministry Partners,Define backup resources for key SMEs including Brian Bethune and Andre Pineault.,"Farah, Aziz (SOLGEN)",GMCB,4/6/2021 13:16,"Spankovich, Ron (TBS)",3/24/2022 7:22,"Farah, Aziz (SOLGEN)",MECP-Parks Deployment Plan,PSRN.LMRN.WS-7,All,Level 3,AD/SS,Delivery Team- Deployment
5,EP100265,GMCB,LMRN,"Current LRC low-band users may need to be transitioned to Fleetnet ahead of AD,",GMCB,Training,MECPP-R5,Closed,"Zaniewski, Martin (SOLGEN)",Schedule,"""If the Current LRC low-band users may need to be transitioned to Fleetnet ahead of Advanced Deployment,  Then this will requir the creation of GMCP talk groups and additional training (same as Risk MNRF-R3).""",0,Low=1,Medium=2,Training,,"Farah, Aziz (SOLGEN)",GMCB,4/6/2021 13:20,"Spankovich, Ron (TBS)",3/24/2022 7:28,"Farah, Aziz (SOLGEN)",MECP-Parks Deployment Plan,PSRN.LMRN.WS-7,All,Level 3,AD/SS,Delivery Team- Deployment
6,EP100265,GMCB,LMRN,AFFES fire channel plan is not be ready in time to program LRC equipment,GMCB,Planning,MECPP-R6,Closed,"Zaniewski, Martin (SOLGEN)",Financial,"""If the AFFES fire channel plan is not be ready in time to program LRC equipment,  which is in-scope for advanced deployment (i.e. MNRF Enforcement), Then this may create the potential for re-programming work and associated cost impact.""",0.6,Medium=2,Medium=2,Planning,Closely monitor AFFES Channel plan progress. Incorporate into Parks planning to dtermine whether timeline can be aligned with AFFES channel readiness. Include re-programming work as part of AFFES transition scope.,"Farah, Aziz (SOLGEN)",GMCB,4/6/2021 13:23,"Spankovich, Ron (TBS)",3/24/2022 7:18,"Farah, Aziz (SOLGEN)",MECP-Parks Deployment Plan,PSRN.LMRN.WS-7,All,Level 3,AD/SS,Delivery Team- Deployment
7,EP100265,GMCB,LMRN,Ministry Partner is considering standardizing base portable across packages,GMCB,UE Order,MECPP-R7,Closed,"Zaniewski, Martin (SOLGEN)",Project Management,"""If the Ministry Partner is considering standardizing base portable across packages,  Then any change may impact the current Parks-01 and AFFES-01 packages. """,0.9,High=3,High=3,UE Order,Confirm Ministry Partner direction at upcoming deployment session (July 06),"Farah, Aziz (SOLGEN)",GMCB,4/6/2021 13:25,"Spankovich, Ron (TBS)",3/24/2022 7:52,"Farah, Aziz (SOLGEN)",MECP-Parks Deployment Plan,PSRN.LMRN.WS-7,All,Level 3,AD/SS,Delivery Team- Deployment
